"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.036070875E0,3.658392334E-1,2.003134460E0,1.193243637E1
4.046002875E0,1.793270874E-1,1.938768311E0,1.203647003E1
4.055935875E0,-1.041833496E-1,1.873354340E0,1.209215424E1
4.065868875E0,-4.474195862E-1,1.766775970E0,1.215996323E1
4.075800875E0,-7.984396362E-1,1.705104218E0,1.224977646E1
4.085733875E0,-1.087338867E0,1.635648651E0,1.242596008E1
4.095665875E0,-1.219064941E0,1.491199036E0,1.260349091E1
4.105598875E0,-1.127156067E0,1.221160583E0,1.285781204E1
4.115530875E0,-8.660989380E-1,8.896000671E-1,1.303758820E1
4.125463875E0,-5.882766724E-1,7.011419678E-1,1.300780014E1
4.135396875E0,-3.776646423E-1,6.650669861E-1,1.273042694E1
4.145328875E0,-2.100132751E-1,7.080276489E-1,1.213257019E1
4.155261875E0,-9.924362183E-2,7.589218140E-1,1.135852982E1
4.165193875E0,-1.215472412E-1,7.527845764E-1,1.071307205E1
4.175126875E0,-2.411485291E-1,8.134085083E-1,1.040860519E1
4.185059875E0,-3.938310242E-1,1.022523651E0,1.022373962E1
4.194991875E0,-6.021977234E-1,1.262175293E0,1.005848328E1
4.204924875E0,-7.923023987E-1,1.478325806E0,9.955497437E0
4.214856875E0,-8.952882385E-1,1.657952271E0,9.843679962E0
4.224789875E0,-8.785231018E-1,1.774709473E0,9.745933228E0
4.234721875E0,-7.867639160E-1,1.724563751E0,9.700427856E0
4.244654875E0,-6.712042236E-1,1.556014252E0,9.648485870E0
4.254587875E0,-4.778063965E-1,1.369053040E0,9.611063690E0
4.264519875E0,-2.421963501E-1,1.143023071E0,9.526339874E0
4.274452875E0,-4.296066284E-2,9.207353210E-1,9.347761230E0
4.284384875E0,6.451583862E-2,7.484436035E-1,9.107510834E0
4.294317875E0,5.822891235E-2,6.556365967E-1,8.876541138E0
4.304250875E0,3.218307495E-2,6.894662476E-1,8.618926849E0
4.314182875E0,3.981719971E-2,8.146060181E-1,8.377029877E0
4.324115875E0,2.634521484E-2,9.657916260E-1,8.117619324E0
4.334047875E0,2.829116821E-2,1.123862915E0,7.807913361E0
4.343980875E0,3.592529297E-2,1.252295837E0,7.502698059E0
4.353912875E0,-1.990859985E-2,1.345851288E0,7.294780426E0
4.363845875E0,-8.382568359E-2,1.471589813E0,7.126829681E0
4.373778875E0,-1.462458801E-1,1.629062347E0,7.005881195E0
4.383710875E0,-2.004331970E-1,1.735491028E0,6.972799988E0
4.393643583E0,-2.124082947E-1,1.790875854E0,6.981931000E0
4.403575583E0,-2.294728088E-1,1.825753326E0,7.040010223E0
4.413508583E0,-2.462379456E-1,1.899699554E0,7.104825439E0
4.423441583E0,-2.824626160E-1,1.983375549E0,7.183412018E0
4.433373583E0,-3.529660034E-1,2.052831116E0,7.338489532E0
4.443306583E0,-4.369413757E-1,2.107916565E0,7.517517242E0
4.453238583E0,-4.369413757E-1,2.119592285E0,7.738008728E0
4.463171583E0,-3.671864319E-1,2.112107849E0,7.983049164E0
4.473103583E0,-3.019221497E-1,2.100731506E0,8.181087341E0
4.483036583E0,-2.983296204E-1,2.138902130E0,8.345595245E0
4.492969583E0,-3.432362366E-1,2.221530304E0,8.522377625E0
4.502901583E0,-4.417314148E-1,2.291884003E0,8.778644714E0
4.512834583E0,-4.617897034E-1,2.387235718E0,9.047785034E0
4.522766583E0,-4.314028931E-1,2.433788910E0,9.318122864E0
4.532699583E0,-3.930825806E-1,2.385140076E0,9.629924469E0
4.542632583E0,-3.546125793E-1,2.355352020E0,9.983339539E0
4.552564583E0,-3.062631226E-1,2.402054901E0,1.034438873E1
4.562497583E0,-2.430944824E-1,2.395169220E0,1.068582870E1
4.572429583E0,-1.300794983E-1,2.274669800E0,1.091290649E1
4.582362583E0,-4.939727783E-2,2.117945709E0,1.104523132E1
4.592294583E0,3.203338623E-2,2.049837341E0,1.115704880E1
4.602227583E0,1.257385254E-2,2.001936951E0,1.131661697E1
4.612160583E0,-4.595443726E-2,1.911674652E0,1.162243103E1
4.622092583E0,2.754272461E-2,1.835932159E0,1.191432404E1
4.632025583E0,1.233435059E-1,1.792073364E0,1.203197937E1
4.641957583E0,2.537223816E-1,1.786834259E0,1.206116867E1
4.651890583E0,3.592529297E-1,1.721869354E0,1.211625412E1
4.661823583E0,4.188290405E-1,1.557511139E0,1.218780533E1
4.671755583E0,5.291496277E-1,1.542542267E0,1.225187210E1
4.681688583E0,6.343807983E-1,1.702559509E0,1.226294907E1
4.691620583E0,6.128256226E-1,1.879790955E0,1.227627136E1
4.701553583E0,5.830375671E-1,2.009571075E0,1.235994736E1
4.711485583E0,6.300398254E-1,2.107916565E0,1.243314514E1
4.721418583E0,8.032296753E-1,2.067650299E0,1.242730728E1
4.731351583E0,1.090332642E0,1.882635040E0,1.235949829E1
4.741283583E0,1.354832611E0,1.694176941E0,1.215188004E1
4.751216583E0,1.489402771E0,1.587598572E0,1.179053146E1
4.761148583E0,1.457668762E0,1.479373627E0,1.135269196E1
4.771081583E0,1.402733002E0,1.300645294E0,1.103101089E1
4.781014583E0,1.428180084E0,1.138981476E0,1.085542603E1
4.790946583E0,1.512754211E0,1.096320190E0,1.065648972E1
4.800879583E0,1.478924561E0,1.103654938E0,1.042926224E1
4.810811583E0,1.381477203E0,1.147064667E0,1.016251694E1
4.820744583E0,1.289268951E0,1.257834320E0,9.841284943E0
4.830676583E0,1.226699066E0,1.347946930E0,9.515861664E0
4.840609583E0,1.200952606E0,1.393901367E0,9.174721069E0
4.850542583E0,1.213825836E0,1.442999268E0,8.823850708E0
4.860474583E0,1.237776031E0,1.470392303E0,8.582253113E0
4.870407583E0,1.255289612E0,1.490600281E0,8.377179565E0
4.880339583E0,1.246757355E0,1.502425690E0,8.166268158E0
4.890272583E0,1.152752838E0,1.455573120E0,7.999814301E0
4.900205583E0,9.810598755E-1,1.447489929E0,7.836204529E0
4.910137583E0,8.331674194E-1,1.549427948E0,7.637417908E0
4.920070583E0,7.008425903E-1,1.666334839E0,7.500452728E0
4.930002583E0,5.438191223E-1,1.679657135E0,7.407046967E0
4.939935583E0,4.507127380E-1,1.622176666E0,7.292385406E0
4.949867583E0,4.177812195E-1,1.538500671E0,7.185507660E0
4.959800583E0,3.969744873E-1,1.457668762E0,7.165449371E0
4.969733583E0,3.444337463E-1,1.475182343E0,7.168742523E0
4.979665583E0,3.052153015E-1,1.610051880E0,7.189100189E0
4.989598583E0,2.083666992E-1,1.777254181E0,7.218738556E0
4.999530583E0,9.864486694E-2,1.890418854E0,7.282056885E0
5.009463583E0,1.317260742E-2,1.961221619E0,7.454797668E0
5.019396583E0,3.772155762E-2,2.035616913E0,7.571255493E0
5.029328583E0,1.419049072E-1,2.066752167E0,7.644153900E0
5.039261583E0,2.215393066E-1,2.027982788E0,7.708819427E0
5.049193583E0,2.881507874E-1,2.027234344E0,7.756270752E0
5.059126583E0,3.614982605E-1,2.113005981E0,7.853418732E0
5.069059583E0,4.240681458E-1,2.243085480E0,8.000413055E0
5.078991583E0,4.327500916E-1,2.407144318E0,8.104147339E0
5.088924583E0,4.158352661E-1,2.581082611E0,8.287216644E0
5.098856583E0,4.463717651E-1,2.713108063E0,8.487500153E0
5.108789583E0,4.951702881E-1,2.799478455E0,8.589887238E0
5.118721583E0,5.087919617E-1,2.837798767E0,8.723708954E0
5.128654583E0,5.206173706E-1,2.914738770E0,8.910670166E0
5.138587583E0,5.349874878E-1,3.056643677E0,9.081764374E0
5.148519583E0,4.935237122E-1,3.178639984E0,9.287885742E0
5.158452583E0,4.508624268E-1,3.229983215E0,9.530381470E0
5.168384583E0,3.930825806E-1,3.183579712E0,9.814191284E0
5.178317583E0,4.032614136E-1,3.066074066E0,1.015488281E1
5.188250583E0,4.568499756E-1,2.945574646E0,1.048853897E1
5.198182583E0,4.707710266E-1,2.845283203E0,1.083297272E1
5.208115583E0,4.472698975E-1,2.716700592E0,1.122874969E1
5.218047583E0,3.933819580E-1,2.631527710E0,1.153591095E1
5.227980583E0,3.002755737E-1,2.709365845E0,1.161344971E1
5.237912583E0,1.859133911E-1,2.830464020E0,1.171224426E1
5.247845583E0,7.274871826E-2,2.726879425E0,1.192225754E1
5.257778583E0,7.110214233E-2,2.560874634E0,1.196417038E1
5.267710583E0,-7.185058594E-3,2.445614319E0,1.196342194E1
5.277643583E0,-1.850152588E-1,2.321971436E0,1.210727280E1
5.287575583E0,-3.608995056E-1,2.161355438E0,1.235081635E1
5.297508583E0,-3.692820740E-1,1.957030334E0,1.258792328E1
5.307441583E0,-1.844165039E-1,1.719923401E0,1.269405258E1
5.317373583E0,-8.532257080E-3,1.498384094E0,1.251831802E1
5.327306583E0,1.826202393E-2,1.414857788E0,1.212837891E1
5.337238583E0,-4.071533203E-2,1.475182343E0,1.157662628E1
5.347171583E0,-1.785786438E-1,1.540746002E0,1.094703552E1
5.357104583E0,-3.640429688E-1,1.519041138E0,1.050395691E1
5.367036583E0,-5.330415344E-1,1.601070557E0,1.027208908E1
5.376969583E0,-6.688092041E-1,1.752854919E0,1.003887405E1
5.386901583E0,-7.961943054E-1,1.909279633E0,9.850415955E0
5.396834750E0,-9.226812744E-1,2.071242828E0,9.701475677E0
5.406766750E0,-9.669891357E-1,2.161654816E0,9.676627350E0
5.416699750E0,-9.063652039E-1,2.096540222E0,9.683363342E0
5.426632750E0,-7.420069885E-1,1.951641541E0,9.720336456E0
5.436564750E0,-5.423222351E-1,1.820065155E0,9.718390503E0
5.446497750E0,-4.140390015E-1,1.702709198E0,9.534872131E0
5.456429750E0,-3.088078308E-1,1.639241180E0,9.265582123E0
5.466362750E0,-2.478845215E-1,1.601369934E0,8.959468689E0
5.476295750E0,-2.371069336E-1,1.591939545E0,8.640781403E0
5.486227750E0,-2.677931213E-1,1.593735809E0,8.345445557E0
5.496160750E0,-3.252735901E-1,1.618883514E0,8.163873138E0
5.506092750E0,-3.968247986E-1,1.760039978E0,8.002508698E0
5.516025750E0,-4.839436340E-1,1.940414886E0,7.832013245E0
5.525957750E0,-5.608836365E-1,2.048490143E0,7.704628143E0
5.535890750E0,-5.822891235E-1,2.176324310E0,7.556136932E0
5.545823750E0,-5.520520020E-1,2.308200073E0,7.430847473E0
5.555755750E0,-5.125341797E-1,2.322869568E0,7.335196381E0
5.565688750E0,-4.969665527E-1,2.271226959E0,7.257208557E0
5.575620750E0,-5.043013000E-1,2.251917114E0,7.204518127E0
5.585553750E0,-5.152285767E-1,2.269430695E0,7.231162720E0
5.595486750E0,-5.372328186E-1,2.310445404E0,7.305258636E0
5.605418750E0,-5.843847656E-1,2.294279022E0,7.356302490E0
5.615351750E0,-6.059399414E-1,2.244432678E0,7.377558289E0
5.625283750E0,-5.813909912E-1,2.210603027E0,7.374714203E0
5.635216750E0,-6.001020813E-1,2.213746490E0,7.424710236E0
5.645148750E0,-6.373745728E-1,2.303410034E0,7.556286621E0
5.655081750E0,-6.539900208E-1,2.490820312E0,7.729027405E0
5.665014750E0,-6.795867920E-1,2.661166077E0,7.894732819E0
5.674946750E0,-7.418572998E-1,2.770289154E0,8.073012085E0
5.684879750E0,-8.027806091E-1,2.827021179E0,8.325087891E0
5.694811750E0,-7.918533325E-1,2.858904877E0,8.596174164E0
5.704744750E0,-7.512876892E-1,2.842139740E0,8.863518219E0
5.714677750E0,-7.030879211E-1,2.853665771E0,9.129215698E0
5.724609750E0,-7.033872986E-1,2.973416748E0,9.388476563E0
5.734542750E0,-7.432044983E-1,3.095263367E0,9.619446259E0
5.744474750E0,-7.122189331E-1,3.056643677E0,9.826166382E0
5.754407750E0,-6.795867920E-1,3.009192352E0,9.968220978E0
5.764339750E0,-5.887257385E-1,3.043022003E0,1.017733612E1
5.774272750E0,-6.059399414E-1,3.106789398E0,1.044902115E1
5.784205750E0,-6.972500610E-1,3.154091034E0,1.076172089E1
5.794137750E0,-7.217990112E-1,3.105442200E0,1.125838806E1
5.804070750E0,-6.213578796E-1,3.084635468E0,1.163081360E1
5.814002750E0,-4.397854614E-1,3.033890991E0,1.180969162E1
5.823935750E0,-1.908531189E-1,2.609972534E0,1.214544342E1
5.833868750E0,1.399589539E-1,2.012714539E0,1.234976852E1
5.843800750E0,5.063969421E-1,1.594933319E0,1.237626343E1
5.853733750E0,7.098239136E-1,1.449435883E0,1.236009705E1
5.863665750E0,6.277944946E-1,1.416504364E0,1.242865448E1
5.873598750E0,5.583389282E-1,1.355581055E0,1.265318756E1
5.883531750E0,6.444099426E-1,1.291364594E0,1.279808624E1
5.893463750E0,7.607180786E-1,1.240470428E0,1.272069717E1
5.903396750E0,8.376580811E-1,1.259031830E0,1.244227615E1
5.913328750E0,8.370593262E-1,1.275946655E0,1.205533081E1
5.923261750E0,8.306227112E-1,1.202449493E0,1.165341660E1
5.933194750E0,9.563612366E-1,1.125060425E0,1.122994720E1
5.943126750E0,1.100960541E0,9.936337280E-1,1.087937622E1
5.953059750E0,1.191971283E0,8.720864868E-1,1.063508423E1
5.962991750E0,1.233285370E0,9.032217407E-1,1.049138306E1
5.972924750E0,1.175056458E0,9.214837646E-1,1.040785675E1
5.982856750E0,1.074765015E0,9.491761780E-1,1.032462982E1
5.992789750E0,1.051563263E0,1.041534119E0,1.017000137E1
6.002722750E0,1.030606842E0,1.067280579E0,9.938133545E0
6.012654750E0,9.717791748E-1,1.031205597E0,9.658365326E0
6.022587750E0,8.744815063E-1,1.003812561E0,9.310488739E0
6.032519750E0,7.821235657E-1,1.046024780E0,8.898695068E0
6.042452750E0,6.680607605E-1,1.126557312E0,8.532257080E0
6.052385750E0,5.617817688E-1,1.255439301E0,8.287815399E0
6.062317750E0,4.722679138E-1,1.447040863E0,8.041278076E0
6.072250750E0,3.460803223E-1,1.660047913E0,7.788453827E0
6.082182750E0,2.121089172E-1,1.855541382E0,7.549550629E0
6.092115750E0,1.128652954E-1,2.015259247E0,7.315587158E0
6.102048750E0,2.918930054E-2,2.104324036E0,7.046297150E0
6.111980750E0,-6.421646118E-2,2.134112091E0,6.861880646E0
6.121913750E0,-1.422042847E-1,2.196382599E0,6.733148346E0
6.131845750E0,-2.127076721E-1,2.283800812E0,6.660249939E0
6.141778750E0,-2.625540161E-1,2.342478790E0,6.695127411E0
6.151710750E0,-2.947370911E-1,2.371518402E0,6.762187958E0
6.161643750E0,-3.183879089E-1,2.391277313E0,6.838379517E0
6.171576750E0,-3.367996216E-1,2.436483307E0,6.950346680E0
6.181508750E0,-3.811074829E-1,2.509830780E0,7.041058044E0
6.191441750E0,-4.682263184E-1,2.531385956E0,7.231162720E0
6.201373750E0,-4.879852295E-1,2.564616852E0,7.518115997E0
6.211306750E0,-4.070036316E-1,2.593506775E0,7.757917328E0
6.221239750E0,-3.360511780E-1,2.531535645E0,7.970175934E0
6.231171750E0,-2.604583740E-1,2.536026306E0,8.105195160E0
6.241104750E0,-1.981878662E-1,2.630180511E0,8.301736450E0
6.251036750E0,-2.311193848E-1,2.751428375E0,8.497529297E0
6.260969750E0,-3.023712158E-1,2.896027679E0,8.688981171E0
6.270902750E0,-3.203338623E-1,3.027604065E0,8.896449738E0
6.280834750E0,-3.616479492E-1,3.112028503E0,9.152866516E0
6.290767750E0,-3.984713745E-1,3.201093292E0,9.415121155E0
6.300699750E0,-4.089495850E-1,3.313210144E0,9.673783264E0
6.310632750E0,-4.129911804E-1,3.377725983E0,9.939780121E0
6.320565750E0,-4.451742554E-1,3.380719757E0,1.018212616E1
6.330497750E0,-4.846920776E-1,3.352877655E0,1.047072601E1
6.340430750E0,-4.553530884E-1,3.303330688E0,1.074046509E1
6.350362750E0,-3.287164307E-1,3.171604614E0,1.103310654E1
6.360295750E0,-2.261796570E-1,3.009940796E0,1.133951935E1
6.370227750E0,-1.978884888E-1,2.907553711E0,1.169727539E1
6.380160750E0,-2.595602417E-1,2.976260834E0,1.188169189E1
6.390093750E0,-4.055067444E-1,3.170706482E0,1.201446579E1
6.400026208E0,-5.659730530E-1,3.143612823E0,1.223825043E1
6.409959208E0,-5.761518860E-1,2.934797058E0,1.234722382E1
6.419891208E0,-5.700146484E-1,2.769690399E0,1.231519043E1
6.429824208E0,-7.189549255E-1,2.574196930E0,1.228031296E1
6.439757208E0,-9.006770325E-1,2.228865051E0,1.238210129E1
6.449689208E0,-9.237290955E-1,1.904040527E0,1.261471756E1
6.459622208E0,-7.839198303E-1,1.550475769E0,1.275931686E1
6.469554208E0,-5.613327026E-1,1.259181519E0,1.268028122E1
6.479487208E0,-3.147953796E-1,1.208736420E0,1.234153564E1
6.489420208E0,-2.582130432E-1,1.265468445E0,1.168036057E1
6.499352208E0,-3.710783386E-1,1.278341675E0,1.095960938E1
6.509285208E0,-5.816903687E-1,1.313668213E0,1.046339127E1
6.519217208E0,-7.957452393E-1,1.483864288E0,1.025457550E1
6.529150208E0,-9.701325989E-1,1.698368225E0,1.013377670E1
6.539082208E0,-1.169068909E0,1.961071930E0,1.007644592E1
6.549015208E0,-1.314117279E0,2.194286957E0,1.007809250E1
6.558948208E0,-1.323098602E0,2.230511627E0,1.016551071E1
6.568880208E0,-1.152902527E0,2.025438080E0,1.032148636E1
6.578813208E0,-8.484356689E-1,1.746268616E0,1.038240967E1
6.588745208E0,-6.267466736E-1,1.548978882E0,1.028705795E1
6.598678208E0,-4.951702881E-1,1.472787323E0,1.004965164E1
6.608611208E0,-4.406835938E-1,1.431473236E0,9.690698090E0
6.618543208E0,-3.631448364E-1,1.362766113E0,9.303004303E0
6.628476208E0,-2.534230042E-1,1.312321014E0,8.910071411E0
6.638408208E0,-1.698966980E-1,1.350940704E0,8.529412994E0
6.648341208E0,-1.978884888E-1,1.449286194E0,8.209977264E0
6.658274208E0,-2.694396973E-1,1.642833710E0,7.900720367E0
6.668206208E0,-3.254232788E-1,1.881437531E0,7.644602966E0
6.678139208E0,-3.906875610E-1,2.067799988E0,7.501650238E0
6.688071208E0,-3.749702454E-1,2.248474274E0,7.352111206E0
6.698004208E0,-2.923420715E-1,2.338886261E0,7.234306183E0
6.707936208E0,-1.983375549E-1,2.388882294E0,7.140151978E0
6.717869208E0,-2.209405518E-1,2.429597626E0,7.041656799E0
6.727802208E0,-3.210823059E-1,2.504441986E0,7.015012207E0
6.737734208E0,-4.171824646E-1,2.587818604E0,7.062014465E0
6.747667208E0,-4.885839844E-1,2.593955841E0,7.131919098E0
6.757599208E0,-4.810995483E-1,2.529140625E0,7.154372406E0
6.767532208E0,-4.236190796E-1,2.410287781E0,7.211403809E0
6.777465208E0,-4.153862000E-1,2.394271088E0,7.268285522E0
6.787397208E0,-4.367916870E-1,2.529889069E0,7.342830505E0
6.797330208E0,-5.174739075E-1,2.699037323E0,7.467521210E0
6.807262208E0,-6.113287354E-1,2.869233398E0,7.538623352E0
6.817195208E0,-6.968009949E-1,2.991229706E0,7.593858490E0
6.827128208E0,-7.464976501E-1,3.045417023E0,7.771389313E0
6.837060208E0,-7.616162109E-1,3.099005585E0,8.050558777E0
6.846993208E0,-7.400610352E-1,3.186423798E0,8.272247772E0
6.856925208E0,-7.587721252E-1,3.184627533E0,8.516689453E0
6.866858208E0,-7.592211914E-1,3.238665161E0,8.770112457E0
6.876791208E0,-7.638615417E-1,3.339705048E0,9.046737213E0
6.886723208E0,-7.858657837E-1,3.394640808E0,9.231004028E0
6.896656208E0,-8.364605713E-1,3.447630615E0,9.326355743E0
6.906588208E0,-8.731343079E-1,3.511847076E0,9.449100494E0
6.916521208E0,-8.878038025E-1,3.552861786E0,9.480086060E0
6.926453208E0,-9.505233765E-1,3.557502136E0,9.589059448E0
6.936386208E0,-1.037642212E0,3.443589020E0,9.920470276E0
6.946319208E0,-1.060245209E0,3.298241272E0,1.033630554E1
6.956251208E0,-1.032552795E0,3.175795898E0,1.084509750E1
6.966184208E0,-8.894503784E-1,2.954256592E0,1.135763168E1
6.976116208E0,-7.426057434E-1,2.774630127E0,1.162108383E1
6.986049208E0,-7.114704895E-1,2.728526001E0,1.168470154E1
6.995982208E0,-7.101232910E-1,2.742297363E0,1.164159119E1
7.005914208E0,-6.089337158E-1,2.469265137E0,1.181103882E1
7.015847208E0,-2.800675964E-1,2.077230377E0,1.186702240E1
7.025779208E0,1.901046753E-2,2.020348663E0,1.165102158E1
7.035712208E0,-3.278182983E-2,2.189796295E0,1.142319534E1
7.045645208E0,-2.038760376E-1,2.234702911E0,1.135673355E1
7.055577208E0,-2.453398132E-1,2.165696411E0,1.139610168E1
7.065510208E0,-1.254391479E-1,2.091600494E0,1.140912460E1
7.075442208E0,1.781295776E-2,1.937121735E0,1.131092880E1
7.085375208E0,2.844085693E-2,1.784588928E0,1.112306946E1
7.095308208E0,-6.735992432E-3,1.742376709E0,1.095167587E1
7.105240208E0,-1.407073975E-2,1.650467834E0,1.076785812E1
7.115173208E0,6.571334839E-2,1.420246582E0,1.056353302E1
7.125105208E0,2.176473999E-1,1.173559570E0,1.029080017E1
7.135038208E0,2.963836670E-1,1.047521667E0,9.989776154E0
7.144970208E0,2.844085693E-1,1.082698517E0,9.730664978E0
7.154903208E0,1.877096558E-1,1.194066925E0,9.578431549E0
7.164836208E0,8.547225952E-2,1.276395721E0,9.511520691E0
7.174768208E0,6.900650024E-2,1.310075684E0,9.530980225E0
7.184701208E0,1.869612122E-1,1.366508331E0,9.458081818E0
7.194633208E0,2.642005920E-1,1.426383820E0,9.275461578E0
7.204566208E0,2.634521484E-1,1.484463043E0,9.030720520E0
7.214499208E0,2.917433167E-1,1.554966431E0,8.846154327E0
7.224431208E0,3.231779480E-1,1.664239197E0,8.620723114E0
7.234364208E0,3.336561584E-1,1.803000641E0,8.339308319E0
7.244296208E0,3.083587646E-1,1.927391968E0,8.061486053E0
7.254229208E0,2.564167786E-1,2.007176056E0,7.824079742E0
7.264162208E0,2.329156494E-1,2.080224152E0,7.684270477E0
7.274094208E0,1.899549866E-1,2.182461548E0,7.536827087E0
7.284027208E0,8.936416626E-2,2.254461823E0,7.417225800E0
7.293959208E0,-2.395019531E-2,2.289189606E0,7.319179688E0
7.303892208E0,-1.345701599E-1,2.325863342E0,7.189698944E0
7.313825208E0,-2.415975952E-1,2.317780151E0,7.058421936E0
7.323757208E0,-3.143463135E-1,2.246378632E0,7.002887421E0
7.333690208E0,-3.658392334E-1,2.179318085E0,7.014563141E0
7.343622208E0,-3.954776001E-1,2.198777618E0,7.157665558E0
7.353555208E0,-4.367916870E-1,2.293979645E0,7.317533112E0
7.363488208E0,-5.098397827E-1,2.381547546E0,7.504644012E0
7.373420208E0,-4.408332825E-1,2.374063110E0,7.697742462E0
7.383353208E0,-2.383044434E-1,2.276016998E0,7.862549744E0
7.393285208E0,-8.502319336E-2,2.255509644E0,8.010292511E0
7.403218333E0,-2.499801636E-2,2.355052643E0,8.256680145E0
7.413151333E0,-5.703140259E-2,2.528841248E0,8.484955444E0
7.423083333E0,-1.146615601E-1,2.697390747E0,8.684041443E0
7.433016333E0,-1.194515991E-1,2.837349701E0,8.878786469E0
7.442948333E0,-1.167572021E-1,2.940634918E0,9.030121765E0
7.452881333E0,-1.106199646E-1,2.998414764E0,9.282197571E0
7.462813333E0,-9.909393311E-2,3.056793365E0,9.514215088E0
7.472746333E0,-1.142124939E-1,3.147804108E0,9.701924744E0
7.482679333E0,-1.510359192E-1,3.235521698E0,9.961484985E0
7.492611333E0,-1.666035461E-1,3.284769287E0,1.026924500E1
7.502544333E0,-1.950444031E-1,3.290756836E0,1.053239777E1
7.512476333E0,-2.025288391E-1,3.203638000E0,1.079734680E1
7.522409333E0,-1.390608215E-1,3.054997101E0,1.107202560E1
7.532342333E0,-2.739303589E-2,2.789149933E0,1.142394379E1
7.542274333E0,3.712280273E-2,2.486030273E0,1.183468964E1
7.552207333E0,5.179229736E-2,2.455643463E0,1.205742645E1
7.562139333E0,-1.239422607E-1,2.682421875E0,1.199141373E1
7.572072333E0,-3.911366272E-1,2.744093628E0,1.207059906E1
7.582005333E0,-5.445675659E-1,2.522853699E0,1.222882004E1
7.591937333E0,-5.960604858E-1,2.292931824E0,1.224034607E1
7.601870333E0,-7.722441101E-1,1.997895355E0,1.234812195E1
7.611802333E0,-9.836045837E-1,1.592687988E0,1.266037262E1
7.621735333E0,-1.001567230E0,1.248104553E0,1.296678543E1
7.631668333E0,-7.792794800E-1,9.855505371E-1,1.307590851E1
7.641600333E0,-5.050497437E-1,8.695417786E-1,1.284808228E1
7.651533333E0,-5.379812622E-1,9.779164124E-1,1.221504868E1
7.661465333E0,-7.711962891E-1,1.112935638E0,1.150836823E1
7.671398333E0,-1.003812561E0,1.173110504E0,1.106978027E1
7.681331333E0,-1.067430267E0,1.252894592E0,1.084584595E1
7.691263333E0,-1.105002136E0,1.358275452E0,1.061996567E1
7.701196333E0,-1.235530701E0,1.486408997E0,1.040800644E1
7.711128333E0,-1.351240082E0,1.640289001E0,1.026999344E1
7.721061333E0,-1.364263000E0,1.633103943E0,1.018047958E1
