"Time (s)","X (µT)","Y (µT)","Z (µT)"
7.685866613E1,-2.983254433E1,-1.673069763E1,-2.861257935E1
7.686859912E1,-2.986375999E1,-1.705543518E1,-2.863513184E1
7.687853112E1,-2.958938789E1,-1.687464905E1,-2.835556030E1
7.688846413E1,-2.945746040E1,-1.690889740E1,-2.873788452E1
7.689839712E1,-2.955806541E1,-1.688555145E1,-2.866720581E1
7.690833013E1,-2.962503624E1,-1.688639069E1,-2.857730103E1
7.691826213E1,-2.965872383E1,-1.696532440E1,-2.845971680E1
7.692819513E1,-2.938030434E1,-1.704983521E1,-2.822686768E1
7.693812812E1,-2.944973946E1,-1.667297363E1,-2.835882568E1
7.694806113E1,-2.919964409E1,-1.693730164E1,-2.857580566E1
7.695799313E1,-2.949446678E1,-1.631876373E1,-2.865045166E1
7.696792612E1,-2.922530174E1,-1.635463715E1,-2.882531738E1
7.697785913E1,-2.925961113E1,-1.634359741E1,-2.884100342E1
7.698779113E1,-2.900011253E1,-1.641536713E1,-2.902389526E1
7.699772413E1,-2.927935600E1,-1.635955048E1,-2.901626587E1
7.700765712E1,-2.933865547E1,-1.611194611E1,-2.907214355E1
7.701759013E1,-2.932562447E1,-1.593379974E1,-2.901272583E1
7.702752213E1,-2.928911400E1,-1.596706390E1,-2.924981689E1
7.703745512E1,-2.952018547E1,-1.592700958E1,-2.946188354E1
7.704738813E1,-2.923194313E1,-1.596618652E1,-2.942578125E1
7.705732113E1,-2.897186852E1,-1.561658478E1,-2.932498169E1
7.706725313E1,-2.922231483E1,-1.532991028E1,-2.931604004E1
7.707718612E1,-2.922741127E1,-1.512961578E1,-2.946917725E1
7.708711913E1,-2.917865944E1,-1.522338104E1,-2.904187012E1
7.709705212E1,-2.925952339E1,-1.476058960E1,-2.889913940E1
7.710698412E1,-2.924938393E1,-1.488287354E1,-2.910415649E1
7.711691713E1,-2.935742760E1,-1.458060455E1,-2.908978271E1
7.712685013E1,-2.934028816E1,-1.429641724E1,-2.951098633E1
7.713678312E1,-2.949871635E1,-1.412657928E1,-2.946429443E1
7.714671512E1,-2.951786995E1,-1.409001923E1,-2.939620972E1
7.715664813E1,-2.933782387E1,-1.371314240E1,-2.943368530E1
7.716658112E1,-2.948256874E1,-1.354688263E1,-2.954882812E1
7.717651312E1,-2.953874016E1,-1.336856842E1,-2.970993042E1
7.718644612E1,-2.953805733E1,-1.330625153E1,-2.976950073E1
7.719637913E1,-2.964499474E1,-1.309489441E1,-2.962527466E1
7.720631212E1,-2.965515709E1,-1.291312408E1,-2.979138184E1
7.721624412E1,-2.955650902E1,-1.277592468E1,-2.964208984E1
7.722617713E1,-2.948886299E1,-1.244889832E1,-3.008883667E1
7.723611012E1,-2.956915474E1,-1.223855591E1,-3.050949097E1
7.724604313E1,-2.947490883E1,-1.200055695E1,-3.008212280E1
7.725597512E1,-2.943711662E1,-1.162648773E1,-3.030337524E1
7.726590813E1,-2.939978981E1,-1.184951019E1,-3.011648560E1
7.727584112E1,-2.945746803E1,-1.138660431E1,-3.034683228E1
7.728577413E1,-2.953192329E1,-1.145999146E1,-3.059841919E1
7.729570613E1,-2.951835823E1,-1.088522339E1,-3.092001343E1
7.730563912E1,-2.947788429E1,-1.083669281E1,-3.070550537E1
7.731557213E1,-2.969082069E1,-1.068381500E1,-3.043670654E1
7.732550513E1,-2.946510887E1,-1.039900208E1,-3.069665527E1
7.733543713E1,-2.949119759E1,-9.901763916E0,-3.077981567E1
7.734537012E1,-2.950282478E1,-9.718788147E0,-3.089492798E1
7.735530313E1,-2.958439064E1,-9.393516541E0,-3.119113159E1
7.736523513E1,-2.950567436E1,-9.299453735E0,-3.155737305E1
7.737516812E1,-2.964708519E1,-8.928009033E0,-3.085162354E1
7.738510112E1,-2.964259911E1,-8.744934082E0,-3.055172729E1
7.739503413E1,-2.994526863E1,-8.492332458E0,-3.054425049E1
7.740496613E1,-3.006719017E1,-8.176719666E0,-3.080178833E1
7.741489912E1,-3.031022453E1,-7.882995605E0,-3.050775146E1
7.742483213E1,-3.054956245E1,-7.821693420E0,-3.088449097E1
7.743476512E1,-3.078777504E1,-7.535354614E0,-3.068530273E1
7.744469712E1,-3.083258247E1,-7.302688599E0,-3.086965942E1
7.745463012E1,-3.120745277E1,-6.625572205E0,-3.099130249E1
7.746456275E1,-3.125048256E1,-6.607353210E0,-3.105587769E1
7.747449475E1,-3.158241463E1,-5.961257935E0,-3.087091064E1
7.748442775E1,-3.130883980E1,-5.870880127E0,-3.053756714E1
7.749436075E1,-3.138920784E1,-5.459098816E0,-3.086578369E1
7.750429375E1,-3.109427071E1,-5.664482117E0,-3.134655762E1
7.751422675E1,-3.120178413E1,-5.232810974E0,-3.110079956E1
7.752415875E1,-3.123476219E1,-5.215888977E0,-3.107589722E1
7.753409175E1,-3.132942390E1,-4.807258606E0,-3.109741211E1
7.754402475E1,-3.139508629E1,-4.913307190E0,-3.101889038E1
7.755395675E1,-3.153938484E1,-4.482452393E0,-3.088754272E1
7.756388975E1,-3.125273323E1,-4.565017700E0,-3.102932739E1
7.757382275E1,-3.144484520E1,-4.233055115E0,-3.109051514E1
